1,2,3,4,5,6,7,8,8,3,5,6,7,4,1,2,2,6,4,7,3,5,8,1,3,1,8,5,4,7,2,6,4,5,7,1,2,8,6,3,7,6,5,2,8,1,3,4,7,8,1,3,6,2,4,5,8,6,4,2,1,3,5,7,1,2,5,3,4,6,7,8,8,3,5,7,6,4,1,2,2,6,4,7,3,5,8,1,1,3,4,5,7,8,2,6,8,4,2,1,5,7,6,3,1,6,7,3,2,8,5,4,7,6,1,4,5,2,8,3,3,5,7,8,4,1,6,2,7,4,3,5,2,1,6,8,5,3,6,7,8,2,1,4,4,5,2,7,3,6,8,1,8,2,7,5,4,6,1,3,2,1,5,8,6,7,3,4,1,8,3,6,2,4,7,5,6,7,1,4,3,8,2,5,3,6,5,7,1,4,2,8,7,4,8,3,6,2,5,1,5,3,6,2,4,7,8,1,4,5,2,8,1,3,6,7,8,2,7,1,5,3,4,6,2,1,4,5,8,6,7,3,1,8,3,6,2,4,7,5,
---
Solution [travelDistance=171882, homeVisitViolations=0, consecutiveHomeVisitViolations=0, consecutiveTeamSeenViolations=0]
-1--2--3--4--5--6--7--8-
 [9, 8]  [10, 7]  [11, 6]  [12, 5]  [13, 4]  [14, 3]  [15, 2]  [16, 1] 
 [15, 1]  [16, 3]  [10, 8]  [14, 4]  [11, 7]  [12, 6]  [13, 5]  [9, 2] 
 [16, 2]  [9, 4]  [13, 6]  [11, 8]  [14, 1]  [10, 3]  [12, 7]  [15, 5] 
 [10, 6]  [15, 8]  [9, 5]  [13, 1]  [12, 4]  [16, 7]  [14, 2]  [11, 3] 
 [12, 1]  [13, 2]  [16, 8]  [9, 6]  [10, 5]  [15, 3]  [11, 4]  [14, 7] 
 [14, 13]  [11, 1]  [15, 9]  [16, 10]  [8, 3]  [7, 4]  [6, 5]  [12, 2] 
 [11, 2]  [14, 5]  [12, 3]  [15, 6]  [16, 4]  [13, 8]  [9, 7]  [10, 1] 
 [13, 3]  [12, 11]  [14, 6]  [10, 2]  [15, 7]  [9, 1]  [16, 5]  [8, 4] 
 [7, 2]  [8, 1]  [11, 5]  [12, 13]  [9, 3]  [14, 10]  [15, 4]  [16, 6] 
 [15, 10]  [16, 12]  [6, 3]  [14, 9]  [7, 1]  [11, 13]  [8, 2]  [4, 5] 
 [16, 11]  [5, 2]  [13, 9]  [7, 3]  [14, 8]  [6, 1]  [10, 4]  [15, 12] 
 [4, 3]  [15, 14]  [5, 1]  [6, 2]  [11, 10]  [16, 9]  [12, 8]  [13, 7] 
 [8, 5]  [7, 6]  [16, 14]  [4, 1]  [12, 9]  [15, 11]  [13, 10]  [3, 2] 
 [3, 1]  [11, 9]  [8, 6]  [16, 15]  [13, 14]  [4, 2]  [7, 5]  [12, 10] 
 [6, 4]  [13, 12]  [15, 16]  [8, 7]  [10, 9]  [5, 3]  [2, 1]  [14, 11] 
 [12, 16]  [14, 15]  [1, 2]  [9, 10]  [3, 4]  [13, 11]  [5, 6]  [7, 8] 
 [10, 11]  [8, 9]  [4, 15]  [2, 5]  [6, 7]  [14, 12]  [1, 3]  [16, 13] 
 [14, 16]  [10, 12]  [2, 7]  [15, 13]  [1, 4]  [3, 5]  [6, 9]  [8, 11] 
 [13, 15]  [3, 9]  [6, 11]  [1, 5]  [2, 16]  [8, 12]  [4, 7]  [10, 14] 
 [11, 16]  [2, 4]  [12, 14]  [7, 10]  [5, 8]  [9, 13]  [3, 15]  [1, 6] 
 [2, 3]  [1, 7]  [10, 15]  [13, 16]  [4, 11]  [6, 12]  [8, 14]  [5, 9] 
 [1, 8]  [5, 15]  [3, 11]  [6, 10]  [9, 16]  [4, 14]  [7, 13]  [2, 12] 
 [3, 13]  [7, 11]  [5, 12]  [4, 16]  [8, 15]  [1, 9]  [2, 10]  [6, 14] 
 [7, 16]  [9, 14]  [1, 10]  [8, 13]  [3, 6]  [2, 15]  [5, 4]  [11, 12] 
 [12, 15]  [6, 16]  [4, 13]  [2, 9]  [7, 14]  [5, 10]  [1, 11]  [3, 8] 
 [10, 13]  [4, 9]  [2, 11]  [5, 16]  [1, 12]  [3, 14]  [6, 8]  [7, 15] 
 [5, 14]  [3, 12]  [7, 9]  [1, 13]  [2, 6]  [10, 16]  [11, 15]  [4, 8] 
 [4, 10]  [2, 8]  [6, 13]  [7, 12]  [5, 11]  [9, 15]  [3, 16]  [1, 14] 
 [2, 13]  [1, 15]  [11, 14]  [3, 10]  [4, 6]  [8, 16]  [9, 12]  [5, 7] 
 [1, 16]  [5, 13]  [3, 7]  [6, 15]  [9, 11]  [4, 12]  [8, 10]  [2, 14] 
----------------


