1,2,3,4,5,6,7,2,1,7,3,4,5,6,7,1,3,6,5,4,2,6,3,7,1,5,2,4,3,2,4,6,5,1,7,2,6,5,4,7,1,3,5,2,7,6,3,4,1,7,3,4,5,1,2,6,7,4,5,3,2,6,1,1,3,2,6,7,5,4,3,1,2,4,7,6,5,5,3,4,1,7,2,6,4,1,5,2,6,3,7,3,4,6,7,1,2,5,5,4,7,2,3,6,1,6,2,1,4,3,5,7,6,5,1,7,4,2,3,1,7,5,2,3,4,6,7,5,1,2,4,6,3,1,5,3,4,6,2,7,5,4,1,2,3,6,7,4,6,2,3,1,5,7,6,3,2,1,7,4,5,5,3,6,1,2,7,4,7,1,5,6,3,4,2,7,1,4,6,5,2,3,
---
Solution [travelDistance=163933, homeVisitViolations=0, consecutiveHomeVisitViolations=0, consecutiveTeamSeenViolations=0]
-1--2--3--4--5--6--7-
 [1, 2]  [4, 8]  [5, 7]  [9, 10]  [11, 3]  [12, 6]  [13, 14] 
 [7, 4]  [5, 2]  [9, 1]  [11, 12]  [13, 6]  [14, 3]  [8, 10] 
 [5, 11]  [14, 6]  [8, 4]  [13, 3]  [12, 9]  [10, 1]  [2, 7] 
 [8, 1]  [12, 13]  [3, 7]  [14, 9]  [10, 4]  [2, 5]  [6, 11] 
 [9, 12]  [2, 3]  [1, 14]  [4, 5]  [7, 11]  [6, 13]  [10, 8] 
 [11, 2]  [1, 7]  [12, 10]  [8, 6]  [5, 14]  [3, 4]  [9, 13] 
 [13, 10]  [6, 4]  [11, 5]  [12, 14]  [1, 3]  [9, 8]  [7, 2] 
 [12, 3]  [13, 5]  [6, 1]  [7, 9]  [8, 2]  [14, 10]  [4, 11] 
 [14, 5]  [10, 3]  [7, 8]  [2, 11]  [4, 6]  [13, 12]  [1, 9] 
 [2, 8]  [4, 1]  [3, 11]  [14, 12]  [10, 13]  [5, 9]  [6, 7] 
 [3, 6]  [8, 13]  [2, 1]  [9, 4]  [12, 5]  [11, 7]  [10, 14] 
 [7, 13]  [9, 5]  [4, 14]  [6, 10]  [3, 1]  [12, 2]  [8, 11] 
 [4, 12]  [7, 3]  [10, 11]  [1, 5]  [6, 9]  [8, 14]  [13, 2] 
 [10, 9]  [11, 13]  [1, 8]  [3, 12]  [14, 2]  [4, 7]  [5, 6] 
 [11, 14]  [5, 8]  [7, 12]  [2, 4]  [1, 13]  [9, 6]  [3, 10] 
 [5, 13]  [4, 3]  [9, 14]  [7, 6]  [11, 8]  [2, 10]  [12, 1] 
 [6, 2]  [12, 11]  [13, 1]  [8, 9]  [4, 10]  [3, 5]  [7, 14] 
 [3, 8]  [10, 7]  [12, 4]  [13, 11]  [9, 2]  [14, 1]  [6, 5] 
 [7, 5]  [9, 3]  [14, 11]  [10, 2]  [6, 8]  [13, 4]  [1, 12] 
 [2, 13]  [11, 1]  [8, 3]  [9, 7]  [5, 12]  [10, 6]  [14, 4] 
 [4, 9]  [5, 10]  [7, 1]  [3, 13]  [2, 14]  [8, 12]  [11, 6] 
 [8, 5]  [3, 14]  [4, 13]  [1, 6]  [11, 10]  [2, 9]  [12, 7] 
 [6, 14]  [4, 2]  [3, 9]  [12, 8]  [13, 7]  [1, 11]  [10, 5] 
 [9, 11]  [10, 12]  [2, 6]  [14, 7]  [1, 4]  [5, 3]  [13, 8] 
 [5, 1]  [14, 8]  [11, 4]  [13, 9]  [6, 3]  [7, 10]  [2, 12] 
 [3, 2]  [11, 9]  [14, 13]  [5, 4]  [8, 7]  [6, 12]  [1, 10] 
--------------


